p_id;rhythm;modality;variant;code;midi_file
27;8;1;1;aeaa;08_aeaa.mid
27;8;4;3;aaae;08_aaae.mid
27;9;2;3;NA;09_NA.mid
27;9;4;4;NA;09_NA.mid
27;9;3;1;bbbb;09_bbbb.mid
27;9;5;1;bbbb;09_bbbb.mid
27;9;1;2;NA;09_NA.mid
27;10;3;1;dbba;10_dbba.mid
27;10;5;3;badb;10_badb.mid
27;10;2;4;adbb;10_adbb.mid
27;10;1;2;bbad;10_bbad.mid
27;10;4;3;badb;10_badb.mid
28;1;3;3;baaa;01_baaa.mid
28;1;2;2;abaa;01_abaa.mid
28;1;5;4;aaab;01_aaab.mid
28;1;4;1;aaba;01_aaba.mid
28;1;1;2;abaa;01_abaa.mid
28;2;5;2;baab;02_baab.mid
28;2;1;1;bbaa;02_bbaa.mid
28;2;4;3;aabb;02_aabb.mid
28;2;3;1;bbaa;02_bbaa.mid
28;2;2;4;abba;02_abba.mid
28;3;3;3;aabc;03_aabc.mid
28;3;1;4;abca;03_abca.mid
28;3;4;4;abca;03_abca.mid
28;3;5;1;bcaa;03_bcaa.mid
28;3;2;2;caab;03_caab.mid
28;4;3;2;aabaa;04_aabaa.mid
28;4;4;3;abaaa;04_abaaa.mid
28;4;1;4;baaaa;04_baaaa.mid
28;4;2;1;aaaab;04_aaaab.mid
28;4;5;4;baaaa;04_baaaa.mid
28;5;3;3;NA;05_NA.mid
28;5;1;1;aaaa;05_aaaa.mid
28;5;5;4;NA;05_NA.mid
28;5;2;3;NA;05_NA.mid
28;5;4;2;NA;05_NA.mid
28;6;4;4;aacb;06_aacb.mid
28;6;5;2;cbaa;06_cbaa.mid
28;6;2;4;aacb;06_aacb.mid
28;6;3;1;acba;06_acba.mid
28;6;1;3;baac;06_baac.mid
28;7;2;4;adda;07_adda.mid
28;7;1;3;aadd;07_aadd.mid
28;7;3;1;ddaa;07_ddaa.mid
28;7;4;2;daad;07_daad.mid
28;7;5;4;adda;07_adda.mid
28;8;2;3;aaae;08_aaae.mid
28;8;5;1;aeaa;08_aeaa.mid
28;8;1;4;aaea;08_aaea.mid
28;8;3;2;eaaa;08_eaaa.mid
28;8;4;2;eaaa;08_eaaa.mid
28;9;3;1;bbbb;09_bbbb.mid
28;9;4;2;NA;09_NA.mid
28;9;5;1;bbbb;09_bbbb.mid
28;9;1;4;NA;09_NA.mid
28;9;2;3;NA;09_NA.mid
28;10;5;3;badb;10_badb.mid
28;10;3;1;dbba;10_dbba.mid
28;10;2;2;bbad;10_bbad.mid
28;10;1;4;adbb;10_adbb.mid
28;10;4;3;badb;10_badb.mid
29;1;4;2;abaa;01_abaa.mid
29;1;3;4;aaab;01_aaab.mid
29;1;2;3;baaa;01_baaa.mid
29;1;5;1;aaba;01_aaba.mid
29;1;1;3;baaa;01_baaa.mid
29;2;5;1;bbaa;02_bbaa.mid
29;2;1;3;aabb;02_aabb.mid
29;2;2;4;abba;02_abba.mid
29;2;4;2;baab;02_baab.mid
29;2;3;3;aabb;02_aabb.mid
29;3;1;3;aabc;03_aabc.mid
29;3;4;3;aabc;03_aabc.mid
29;3;3;4;abca;03_abca.mid
29;3;5;1;bcaa;03_bcaa.mid
29;3;2;2;caab;03_caab.mid
29;4;4;1;aaaab;04_aaaab.mid
29;4;1;2;aabaa;04_aabaa.mid
29;4;5;2;aabaa;04_aabaa.mid
29;4;3;3;abaaa;04_abaaa.mid
29;4;2;4;baaaa;04_baaaa.mid
29;5;1;2;NA;05_NA.mid
29;5;2;4;NA;05_NA.mid
29;5;5;3;NA;05_NA.mid
29;5;3;4;NA;05_NA.mid
29;5;4;1;aaaa;05_aaaa.mid
29;6;1;2;cbaa;06_cbaa.mid
29;6;4;4;aacb;06_aacb.mid
29;6;5;3;baac;06_baac.mid
29;6;2;4;aacb;06_aacb.mid
29;6;3;1;acba;06_acba.mid
29;7;2;2;daad;07_daad.mid
29;7;4;1;ddaa;07_ddaa.mid
29;7;3;4;adda;07_adda.mid
29;7;1;3;aadd;07_aadd.mid
29;7;5;2;daad;07_daad.mid
29;8;2;1;aeaa;08_aeaa.mid
29;8;5;2;eaaa;08_eaaa.mid
29;8;4;3;aaae;08_aaae.mid
29;8;1;4;aaea;08_aaea.mid
29;8;3;3;aaae;08_aaae.mid
29;9;3;4;NA;09_NA.mid
29;9;1;1;bbbb;09_bbbb.mid
29;9;5;4;NA;09_NA.mid
29;9;2;2;NA;09_NA.mid
29;9;4;3;NA;09_NA.mid
29;10;5;3;badb;10_badb.mid
29;10;4;3;badb;10_badb.mid
29;10;2;4;adbb;10_adbb.mid
29;10;3;2;bbad;10_bbad.mid
29;10;1;1;dbba;10_dbba.mid
30;1;2;3;baaa;01_baaa.mid
30;1;3;4;aaab;01_aaab.mid
30;1;4;2;abaa;01_abaa.mid
30;1;1;3;baaa;01_baaa.mid
30;1;5;1;aaba;01_aaba.mid
30;2;4;4;abba;02_abba.mid
30;2;1;3;aabb;02_aabb.mid
30;2;3;3;aabb;02_aabb.mid
30;2;2;1;bbaa;02_bbaa.mid
30;2;5;2;baab;02_baab.mid
30;3;2;3;aabc;03_aabc.mid
30;3;4;4;abca;03_abca.mid
30;3;3;2;caab;03_caab.mid
30;3;1;4;abca;03_abca.mid
30;3;5;1;bcaa;03_bcaa.mid
30;4;5;4;baaaa;04_baaaa.mid
30;4;2;3;abaaa;04_abaaa.mid
30;4;4;2;aabaa;04_aabaa.mid
30;4;1;4;baaaa;04_baaaa.mid
30;4;3;1;aaaab;04_aaaab.mid
30;5;1;3;NA;05_NA.mid
30;5;4;1;aaaa;05_aaaa.mid
30;5;5;4;NA;05_NA.mid
30;5;2;2;NA;05_NA.mid
30;5;3;2;NA;05_NA.mid
30;6;4;4;aacb;06_aacb.mid
30;6;5;3;baac;06_baac.mid
30;6;3;2;cbaa;06_cbaa.mid
30;6;1;1;acba;06_acba.mid
30;6;2;4;aacb;06_aacb.mid
30;7;1;2;daad;07_daad.mid
30;7;3;3;aadd;07_aadd.mid
30;7;5;4;adda;07_adda.mid
30;7;4;1;ddaa;07_ddaa.mid
30;7;2;4;adda;07_adda.mid
30;8;3;3;aaae;08_aaae.mid
30;8;1;2;eaaa;08_eaaa.mid
30;8;5;4;aaea;08_aaea.mid
30;8;2;1;aeaa;08_aeaa.mid
30;8;4;3;aaae;08_aaae.mid
30;9;4;1;bbbb;09_bbbb.mid
30;9;1;3;NA;09_NA.mid
30;9;5;2;NA;09_NA.mid
30;9;3;2;NA;09_NA.mid
30;9;2;4;NA;09_NA.mid
30;10;3;2;bbad;10_bbad.mid
30;10;1;4;adbb;10_adbb.mid
30;10;2;3;badb;10_badb.mid
30;10;5;1;dbba;10_dbba.mid
30;10;4;1;dbba;10_dbba.mid
